Species name,Lat,Long,ICES code,SearchHour,EncountRate
Atlantic White,58.43174871,-6.497475391,45E31,88.20758607,0.124705827
Atlantic White,59.50749918,-6.594684752,47E31,174.1562572,1.240265515
Atlantic White,59.90838067,-6.433071891,48E31,153.3937432,0.143421756
Atlantic White,60.25626164,-6.410031612,49E33,112.4536571,2.854509212
Atlantic White,60.38631227,-6.623553558,49E31,62.79649135,3.503380448
Atlantic White,57.05286837,-5.820259154,42E32,1537.844278,0.00715287
Atlantic White,58.6887543,-6.033069633,46E34,369.3313154,0.051444324
Atlantic White,59.73420343,-5.986554969,48E34,60.09007721,1.314692935
Atlantic White,60.01981349,-5.84820919,48E32,23.60811796,0.46594142
Atlantic White,61.21004791,-5.801671502,51E34,73.55709408,0.285492518
Atlantic White,61.40400101,-6.132177131,51E32,128.6869012,0.007770799
Atlantic White,61.6268876,-5.803873671,52E34,120.5592113,0.597216913
Atlantic White,62.12183474,-6.090503161,52E32,168.6252849,0.106745557
Atlantic White,62.17491116,-6.226295224,53E34,146.3063813,0.027339887
Atlantic White,63.35929194,-6.138454907,55E34,34.59798997,0.289034132
Atlantic White,51.38737214,-5.420510906,31E41,334.7317229,0.089624012
Atlantic White,51.70155496,-5.472897568,32E43,356.5582726,0.08413772
Atlantic White,58.00027212,-5.684438945,44E41,465.7782585,0.004293889
Atlantic White,58.21670982,-5.710194482,45E43,658.5853942,0.00759203
Atlantic White,58.58614306,-5.625989352,45E41,495.7870997,0.00403399
Atlantic White,59.19153663,-5.438342203,47E43,121.124823,0.024767838
Atlantic White,60.97665411,-5.594817496,50E41,54.31804186,11.87450758
Atlantic White,61.28962261,-5.511635656,51E43,51.6262211,0.174330017
Atlantic White,62.31326967,-5.32843596,53E43,91.16934303,0.592304367
Atlantic White,61.32611038,-5.01882779,51E44,31.49599075,0.254000583
Atlantic White,61.38884468,-5.035831952,51E42,121.5622239,0.156298556
Atlantic White,64.58178237,-5.216864291,57E42,11.51725564,0.347304959
Atlantic White,59.57599993,-4.261923866,47E51,62.83668774,0.222799777
Atlantic White,62.53942059,-4.584274558,53E51,53.61473472,0.093257945
Atlantic White,59.28240393,-3.802341115,47E54,121.141358,0.082548191
Atlantic White,59.68474261,-3.910428918,48E54,162.8328697,0.036847597
Atlantic White,60.31268792,-4.15417729,49E54,80.21876281,0.087261381
Atlantic White,61.7446894,-4.00851089,52E54,37.85527221,5.547443929
Atlantic White,59.43274131,-3.298746422,47E61,162.5355581,0.043067499
Atlantic White,59.85028975,-3.346419139,48E63,101.7007032,0.127826058
Atlantic White,60.42369269,-3.46297341,49E61,94.35569493,0.932641109
Atlantic White,60.819442,-3.28421314,50E63,145.3719402,0.02063672
Atlantic White,61.08235339,-3.594322354,50E61,138.4521744,1.177301843
Atlantic White,61.28191647,-3.490336187,51E63,69.70628654,2.869181675
Atlantic White,61.5952188,-3.642988476,51E61,54.02257317,1.110646837
Atlantic White,59.77245195,-2.886368056,48E64,96.63750567,0.051739746
Atlantic White,60.85344421,-2.951253614,50E64,122.9953741,0.024391161
Atlantic White,60.94031793,-3.023289497,50E62,118.613565,0.345660296
Atlantic White,61.33919566,-2.843468197,51E64,155.3535785,0.096553939
Atlantic White,60.3843732,-2.616040853,49E71,95.10414465,0.17875141
Atlantic White,61.09973612,-2.410133841,50E71,73.63772077,0.190119953
Atlantic White,61.32968196,-2.687824297,51E73,127.4969357,0.031373303
Atlantic White,61.58788743,-2.581287589,51E71,151.0475674,0.033102155
Atlantic White,61.78960517,-2.522588579,52E73,102.9409401,3.438865041
Atlantic White,61.92902722,-2.279885332,52E71,87.5027482,1.017110912
Atlantic White,56.42266647,-1.79022176,41E72,743.7766678,0.010755917
Atlantic White,60.91476208,-1.859479849,50E72,121.1327303,0.173363549
Atlantic White,62.09857047,-1.854468384,52E72,176.7317813,0.288572885
Atlantic White,62.31820617,-2.073962296,53E74,62.75549594,4.780457799
Atlantic White,56.02654992,-1.307035826,40E81,440.3352715,0.00681299
Atlantic White,57.16692844,-1.273652407,43E83,807.3808325,0.004954292
Atlantic White,57.4435268,-1.640384937,43E81,1023.573224,0.002930909
Atlantic White,60.07978611,-1.256104217,48E81,257.7375837,0.007759831
Atlantic White,61.09654437,-1.743449019,50E81,204.7183118,0.024423804
Atlantic White,61.65405843,-1.435676905,52E83,231.1736442,0.350385963
Atlantic White,61.91815245,-1.481563257,52E81,245.627423,1.107368211
Atlantic White,62.30595361,-1.589729721,53E83,194.2600915,0.190466295
Atlantic White,54.87539364,-1.132431036,38E82,445.3150031,0.004491203
Atlantic White,55.36734602,-1.243079308,39E84,874.2999091,0.003431317
Atlantic White,56.18171585,-0.950990805,41E84,263.4958119,0.015180507
Atlantic White,57.06757566,-1.121703035,42E82,331.9825579,0.015061032
Atlantic White,57.85055564,-0.822197155,44E84,239.257794,0.012538776
Atlantic White,58.50457768,-0.900194336,45E82,162.2804043,0.271135632
Atlantic White,59.97615102,-1.146932474,48E82,3189.56315,0.000940568
Atlantic White,61.48156619,-0.898777341,51E82,128.7084743,0.085464458
Atlantic White,55.33205137,-0.651280924,39E93,620.3216986,0.022568935
Atlantic White,55.57445956,-0.39034514,39E91,606.3915009,0.029683793
Atlantic White,56.39739833,-0.463411689,41E91,218.2585318,0.01832689
Atlantic White,57.9543303,-0.25081075,44E91,133.5125057,0.02995974
Atlantic White,58.74816573,-0.313296938,46E93,296.7643865,0.033696766
Atlantic White,61.261884,-0.603911769,51E93,176.7492101,0.282886696
Atlantic White,54.86303271,-0.093710452,38E94,675.0713769,0.034070471
Atlantic White,55.33794033,0.147691045,39E94,504.8851698,0.013864539
Atlantic White,55.49915253,0.191525824,39E92,191.4853997,0.020889321
Atlantic White,57.08343852,-0.13982764,42E92,159.9498092,0.012503922
Atlantic White,58.04107878,-0.238768956,44E92,162.1755334,0.049329266
Atlantic White,61.11331126,-0.085171652,50E92,208.9533363,0.105286665
Atlantic White,61.15973696,-0.238741063,51E94,48.75253146,0.328188086
Atlantic White,61.4249834,-0.195260506,51E92,55.48484605,0.216275269
Atlantic White,61.83131068,-0.248946563,52E94,47.08705148,1.677743616
Atlantic White,54.03154057,0.451004943,36F01,361.404343,0.005533968
Atlantic White,54.38395938,0.43180849,37F01,711.6508576,0.001405183
Atlantic White,55.37663195,0.44849099,39F01,217.53909,0.004596875
Atlantic White,55.86365418,0.469589874,40F03,163.441126,0.048947289
Atlantic White,56.85229028,0.553201877,42F03,132.5388226,0.037724796
Atlantic White,58.59599022,0.358680074,45F01,81.97958708,0.073188951
Atlantic White,60.99752893,0.498509872,50F01,185.909011,0.18826414
Atlantic White,62.35778567,0.559016267,53F03,157.3972239,0.190600566
Atlantic White,62.39904342,0.485997436,53F01,241.0075037,3.028951335
Atlantic White,62.69376086,0.529393312,54F03,5.118683682,0.976813632
Atlantic White,56.46109631,0.851220517,41F02,209.3226891,0.004777313
Atlantic White,57.68806367,1.212493796,44F04,113.4477579,0.079331669
Atlantic White,62.47917433,0.989549968,53F02,120.8396445,0.066203439
Atlantic White,54.02531277,1.615934859,36F11,272.8736546,0.0036647
Atlantic White,55.59401872,1.49569458,39F11,170.0582757,0.052923035
Atlantic White,55.85201171,1.354568149,40F13,76.71894731,0.039103769
Atlantic White,57.3153153,1.522461239,43F13,232.4552403,0.473209379
Atlantic White,57.70665215,1.623923782,44F13,80.67206756,0.136354507
Atlantic White,58.66557122,1.266608424,46F13,117.6507803,0.016999462
Atlantic White,63.59443699,1.503060098,55F11,4.494273493,0.890021492
Atlantic White,55.13149072,1.912075575,39F14,520.9236739,0.088304683
Atlantic White,55.47385528,2.144842557,39F12,76.06870144,0.052584045
Atlantic White,56.92545712,2.139089017,42F12,180.0030605,0.066665533
Atlantic White,57.47464305,2.049932487,43F12,175.683931,0.01138408
Atlantic White,58.52948886,1.95203091,45F12,99.74985716,0.10025077
Atlantic White,57.09124215,2.642007325,42F21,79.55686766,0.02513925
Atlantic White,62.74406084,2.356173426,54F23,4.469481766,0.447479172
Atlantic White,56.90913811,4.768929874,42F42,40.31049932,0.148844596
Atlantic White,56.39011837,5.600037989,41F51,67.6796666,0.088652919
Atlantic White,57.31164332,8.514842695,43F83,139.5465086,0.014332139
Beaked Whale,58.17374897,-12.66681709,45D73,1.327741918,1.506316832
Beaked Whale,59.21200173,-10.78288777,47D84,1.456299781,2.060015416
Beaked Whale,58.70153275,-9.655122451,46E03,44.28739558,0.090319152
Beaked Whale,58.97854147,-7.923306107,46E12,32.45794574,0.400518262
Beaked Whale,59.22498916,-7.892164594,47E14,35.95538458,0.083436738
Beaked Whale,59.61504372,-8.183839695,47E12,34.74751378,0.259011337
Beaked Whale,59.47404613,-7.300920129,47E21,34.36546401,0.20369287
Beaked Whale,59.80445134,-7.419770246,48E23,48.74685759,0.102570714
Beaked Whale,60.0479278,-7.383762277,48E21,43.51170901,0.068946959
Beaked Whale,60.83008881,-7.714984686,50E23,9.462777508,0.211354436
Beaked Whale,59.42255677,-7.216050603,47E22,30.91141158,0.064701025
Beaked Whale,59.85570237,-7.139223547,48E24,43.7448463,0.091439343
Beaked Whale,59.987166,-6.769986547,48E22,38.421575,0.052054087
Beaked Whale,60.35577345,-7.229391884,49E24,13.9366967,0.071753014
Beaked Whale,60.42942877,-6.961731476,49E22,12.44601862,0.160693958
Beaked Whale,60.63309569,-4.548389441,50E53,35.60242393,0.028087975
Beaked Whale,61.27375213,-3.178584562,51E64,29.74550525,0.033618525
Beaked Whale,61.01005574,-2.333746356,50E71,23.09020201,0.129925238
Beaked Whale,61.76460352,-1.704993782,52E83,49.29032411,0.121727745
Beaked Whale,62.51707385,-1.417370772,53E81,27.30227047,0.03662699
Beaked Whale,57.20007011,-1.164774638,43E84,83.8577225,0.01192496
Common Bottlenose,55.99416803,-14.43390456,40D51,2.104609015,11.87869092
Common Bottlenose,57.15143713,-13.46195129,43D63,8.199876974,0.731718295
Common Bottlenose,51.02459318,-12.65027355,30D71,3.647081898,0.822575441
Common Bottlenose,56.06089735,-12.31297415,40D71,2.122593056,4.711218655
Common Bottlenose,57.91775558,-12.51412899,44D71,8.95977112,0.223219988
Common Bottlenose,51.9375769,-12.17032595,32D72,3.513372393,2.846268167
Common Bottlenose,51.96802692,-11.40237105,32D81,20.825968,1.00835649
Common Bottlenose,50.69968515,-11.12812009,30D84,7.41526632,0.539427692
Common Bottlenose,51.16146789,-11.04171243,31D84,6.468713531,2.62803414
Common Bottlenose,51.38058228,-11.00888215,31D82,13.10668291,0.762969553
Common Bottlenose,53.31150263,-11.04533772,35D84,25.80239728,0.193780444
Common Bottlenose,53.72333145,-11.04509175,36D84,7.905557564,0.885453043
Common Bottlenose,48.50116982,-10.71126752,25D91,6.639789296,0.602428755
Common Bottlenose,51.28210376,-10.73125204,31D93,7.637022168,0.654705445
Common Bottlenose,51.76354084,-10.3117178,32D93,14.73823705,0.678507203
Common Bottlenose,52.09136645,-10.6345918,32D91,30.22707428,3.672204559
Common Bottlenose,52.59780622,-10.46626673,33D91,10.70173292,0.09344281
Common Bottlenose,52.95102897,-10.69572102,34D91,17.50549681,0.171374742
Common Bottlenose,47.68858875,-10.10796373,24D94,1.162033641,14.62952483
Common Bottlenose,50.21274225,-10.24244792,29D94,12.70623779,0.787015021
Common Bottlenose,51.33469998,-10.19740324,31D94,9.884415557,1.517540406
Common Bottlenose,51.44528312,-9.77123215,31D92,13.95044237,0.573458517
Common Bottlenose,51.86956382,-9.931841956,32D94,45.69811522,0.656482217
Common Bottlenose,52.14142204,-10.2280671,33D94,6.134127747,3.749514348
Common Bottlenose,53.40621778,-10.1228843,35D92,13.30052955,0.676664787
Common Bottlenose,53.79922774,-10.0257922,36D94,10.90997713,1.833184411
Common Bottlenose,49.28088297,-9.584100302,27E03,7.785666892,0.513764595
Common Bottlenose,51.52456762,-9.648032208,31E01,91.7605859,0.305141905
Common Bottlenose,52.68463917,-9.342166257,34E03,10.03534101,2.291900192
Common Bottlenose,52.94962881,-9.603146102,34E01,17.15767005,0.233131887
Common Bottlenose,58.76629397,-9.627264598,46E03,44.28739558,0.338696819
Common Bottlenose,61.12029852,-9.714986333,50E01,5.924391734,0.3375874
Common Bottlenose,48.50207259,-8.94499559,25E02,33.35423535,0.0599624
Common Bottlenose,53.17363194,-8.864201612,35E04,44.54199766,0.202056497
Common Bottlenose,48.1234623,-7.78856827,24E12,3.074998984,0.975610079
Common Bottlenose,50.96762722,-7.971692478,30E12,14.24584776,0.070195893
Common Bottlenose,59.24328516,-8.158971509,47E14,35.95538458,0.055624492
Common Bottlenose,60.07960554,-8.240860691,48E12,12.82295301,3.275376581
Common Bottlenose,48.03266961,-7.558966727,24E21,0.811301312,16.02363981
Common Bottlenose,50.29068624,-7.52902259,29E23,22.33947372,0.044763812
Common Bottlenose,51.87297189,-7.738454634,32E23,23.38985149,0.855071697
Common Bottlenose,60.53160942,-7.411998039,49E21,10.77818279,2.783400558
Common Bottlenose,47.3850717,-7.072708479,23E22,1.535010358,6.51461402
Common Bottlenose,47.77591872,-7.082217859,24E24,3.199676732,7.813289309
Common Bottlenose,50.30217749,-7.223561329,29E24,21.79167039,0.045889093
Common Bottlenose,52.3230673,-6.99447011,33E24,4.991750991,0.200330506
Common Bottlenose,57.14009225,-7.047248051,43E24,853.6623842,0.262398817
Common Bottlenose,60.33283316,-6.954933917,49E24,13.9366967,0.358765072
Common Bottlenose,60.46791078,-7.227997059,49E22,12.44601862,1.847980523
Common Bottlenose,47.47664013,-6.685728721,23E31,17.62578186,0.680820862
Common Bottlenose,47.86315947,-6.626257357,24E33,35.7975199,0.223479169
Common Bottlenose,52.16587796,-6.5150675,33E33,40.18283707,0.024886247
Common Bottlenose,59.82441998,-6.40623637,48E33,21.8670287,0.04573095
Common Bottlenose,59.90828374,-6.608412716,48E31,32.04284063,0.031208219
Common Bottlenose,60.31053053,-6.549612868,49E33,20.18049969,0.148658361
Common Bottlenose,47.25202686,-5.796699155,23E34,2.403275509,2.080493885
Common Bottlenose,50.4327329,-6.024670859,29E32,19.83888311,0.403248507
Common Bottlenose,51.16727977,-6.086344687,31E34,127.6871006,0.007831645
Common Bottlenose,51.5872794,-5.88848251,31E32,92.88529458,0.096893701
Common Bottlenose,52.27947756,-5.988834685,33E34,101.6315212,0.049197335
Common Bottlenose,52.47218585,-5.81258783,33E32,31.19945846,0.064103677
Common Bottlenose,57.83617505,-5.751130463,44E34,136.5113456,0.021976195
Common Bottlenose,58.45438816,-6.137380084,45E32,131.7895492,0.068290696
Common Bottlenose,58.72939689,-5.776664339,46E34,88.46996848,0.203458872
Common Bottlenose,48.57342475,-5.407567362,25E41,28.47163742,1.123925524
Common Bottlenose,49.70126943,-5.469889456,28E43,35.31380749,0.028317536
Common Bottlenose,50.13637488,-5.544806007,29E43,2441.759162,0.351386006
Common Bottlenose,51.41060411,-5.727649032,31E41,58.12945084,0.103217903
Common Bottlenose,52.27826925,-5.740976913,33E43,133.9171962,0.074673009
Common Bottlenose,54.88895452,-5.489728406,38E41,54.98654879,0.036372532
Common Bottlenose,57.84096684,-5.380861838,44E43,684.7097514,0.02044662
Common Bottlenose,58.74482554,-5.307819924,46E43,36.58184941,0.300695568
Common Bottlenose,62.56729317,-5.627265138,53E41,10.98075939,0.182136766
Common Bottlenose,46.91764238,-4.93727084,22E42,2.471645762,16.18354888
Common Bottlenose,47.17666134,-5.039192703,23E44,6.658876482,0.750877421
Common Bottlenose,47.54377426,-5.00018811,23E42,22.39559784,0.401864691
Common Bottlenose,47.69889479,-4.871451545,24E44,46.74728019,1.818287602
Common Bottlenose,47.91029612,-5.045106871,24E42,53.51619092,0.242917139
Common Bottlenose,48.14562444,-4.905867686,25E44,61.069843,0.081873471
Common Bottlenose,48.59764683,-5.219194376,25E42,57.19990219,0.034965095
Common Bottlenose,49.98366956,-5.214233582,28E42,360.2829491,0.002775596
Common Bottlenose,50.15194801,-4.9704717,29E44,637.4476416,0.191388268
Common Bottlenose,51.67400738,-5.201591156,32E44,188.9100589,0.179979829
Common Bottlenose,52.35573731,-5.171817358,33E44,505.319394,0.001978946
Common Bottlenose,53.93567656,-5.071418194,36E42,80.22708245,0.012464619
Common Bottlenose,58.68796772,-5.203549485,46E44,54.40571472,0.036760844
Common Bottlenose,46.48444089,-4.503489326,21E51,3.804687904,2.102669181
Common Bottlenose,47.21297105,-4.449154092,23E53,39.56738563,0.758200208
Common Bottlenose,47.3841488,-4.519907654,23E51,23.01935043,0.086883425
Common Bottlenose,48.92889718,-4.543329246,26E51,36.13828266,0.498086757
Common Bottlenose,49.12872677,-4.259730428,27E53,40.99495775,0.097572975
Common Bottlenose,50.3371094,-4.638730611,29E53,79.40599835,0.100748056
Common Bottlenose,50.46083726,-4.63476539,29E51,11.28985218,2.037227736
Common Bottlenose,52.22490095,-4.511094619,33E53,433.7850526,1.516880298
Common Bottlenose,52.40675211,-4.71098114,33E51,123.2404342,0.129827521
Common Bottlenose,52.75601664,-4.300830014,34E53,307.5818586,0.016255835
Common Bottlenose,53.37788791,-4.283386721,35E51,89.65419881,0.022307935
Common Bottlenose,43.78920944,-3.978457812,16E54,3.298235828,3.031923889
Common Bottlenose,44.65116318,-3.960369062,18E54,11.75156839,0.510570147
Common Bottlenose,45.36988002,-3.956091859,19E54,7.271042944,0.550127407
Common Bottlenose,45.50541343,-3.896803678,19E52,6.479051638,3.858589404
Common Bottlenose,46.62252762,-4.138296965,21E52,6.007964794,3.49536003
Common Bottlenose,51.55290034,-4.159219837,31E52,21.27274524,0.094017015
Common Bottlenose,52.15321965,-4.188268938,33E54,484.357856,1.216043041
Common Bottlenose,52.50139827,-4.086210327,33E52,126.5004417,0.292489097
Common Bottlenose,52.69793886,-3.804691402,34E54,144.0575897,0.569216798
Common Bottlenose,53.10226492,-4.199462972,34E52,35.44766572,0.761686262
Common Bottlenose,53.22908211,-4.229023527,35E54,4.914602798,2.034752433
Common Bottlenose,57.57870344,-3.881669338,43E52,133.9333333,2.045793927
Common Bottlenose,57.73197643,-4.114558131,44E54,1196.030383,3.35861033
Common Bottlenose,43.48062959,-3.272265639,15E61,6.039982083,1.65563405
Common Bottlenose,43.68187111,-3.369889604,16E63,16.98503392,0.412127525
Common Bottlenose,43.9110944,-3.486111063,16E61,14.2230617,0.2812334
Common Bottlenose,44.33133585,-3.568528949,17E63,10.30132563,0.291224655
Common Bottlenose,44.8312757,-3.684400392,18E63,5.489487699,1.821663614
Common Bottlenose,45.32604476,-3.543397323,19E63,7.720683205,0.906655514
Common Bottlenose,46.17058123,-3.669534819,21E63,6.888405259,4.355144459
Common Bottlenose,46.38032836,-3.656498513,21E61,2.978342207,3.357572538
Common Bottlenose,50.14576587,-3.712508589,29E63,965.3916979,0.081832069
Common Bottlenose,51.48169367,-3.60909645,31E61,20.31117674,0.049233977
Common Bottlenose,53.47513252,-3.498698682,35E61,50.78480291,1.023928361
Common Bottlenose,57.79230296,-3.615991974,44E63,290.8066661,2.328007157
Common Bottlenose,57.98673018,-3.309997457,44E61,197.4062243,0.7041318
Common Bottlenose,43.86501782,-2.88639824,16E64,6.638342068,0.301280045
Common Bottlenose,49.80920523,-3.244967443,28E64,113.3478101,0.026467207
Common Bottlenose,53.91987578,-3.134886157,36E62,58.24062196,0.068680585
Common Bottlenose,57.86965434,-3.15039763,44E64,802.7160561,1.654383253
Common Bottlenose,57.94288281,-3.207730033,44E62,154.1388796,0.012975312
Common Bottlenose,49.89986545,-2.712930514,28E71,80.3911851,0.23634432
Common Bottlenose,56.59908649,-2.407110751,41E71,39.82160735,0.351567928
Common Bottlenose,57.78753897,-2.481801229,44E73,1844.959438,3.021204632
Common Bottlenose,58.12063422,-2.678379802,44E71,203.404366,0.009832631
Common Bottlenose,58.81106441,-2.501815446,46E73,91.07831928,0.043918246
Common Bottlenose,43.9169708,-1.871576744,16E72,2.946426575,2.715153355
Common Bottlenose,44.36285539,-1.940974144,17E74,5.505642813,9.081591686
Common Bottlenose,49.90688704,-2.08936151,28E72,67.40846468,0.059339729
Common Bottlenose,50.66724502,-1.901078549,30E74,96.1963598,0.010395404
Common Bottlenose,56.98708695,-2.176246915,42E72,81.59874009,0.674030015
Common Bottlenose,57.14941283,-1.776870568,43E74,145.338726,0.956386531
Common Bottlenose,57.5386326,-1.877515512,43E72,5.218274121,5.749027227
Common Bottlenose,57.73846897,-2.154232656,44E74,87.67999214,0.159671547
Common Bottlenose,58.10858976,-1.827663681,44E72,172.8842125,0.028921091
Common Bottlenose,43.86534147,-1.740211948,16E83,2.193515849,8.206004076
Common Bottlenose,56.30776532,-1.567307519,41E83,57.77353173,0.017308964
Common Bottlenose,57.84179798,-1.571697769,44E83,315.3123818,0.063429162
Common Bottlenose,57.8863531,-1.582487788,44E81,98.66003861,0.020271632
Common Bottlenose,59.99933648,-1.091762594,48E82,465.7896978,0.002146892
Common Bottlenose,50.83600394,-0.560435558,30E93,76.4382061,0.065412315
Common Bottlenose,54.93260658,-0.089191215,38E92,104.9874971,0.142874156
Common Bottlenose,62.14223575,0.456147653,53F03,33.41538509,0.089779004
Common Bottlenose,51.09642401,1.112616393,30F02,484.7583316,0.059823624
Common Bottlenose,53.97017338,0.788209405,36F02,67.96465084,0.044140593
Common Bottlenose,57.99526689,0.901802628,44F02,23.69183516,0.42208634
Common Bottlenose,54.94062504,1.3411475,38F11,73.12927385,0.027348829
Common Bottlenose,53.93712499,5.133848373,36F42,306.8276385,0.003259159
Fin Whale,64.1122278,-22.45626792,56C71,6.739050268,0.593555448
Fin Whale,64.15284998,-22.5176354,57C73,19.58792151,0.051051869
Fin Whale,53.61845986,-20.21893411,35C92,18.91038231,0.052881004
Fin Whale,62.27864213,-15.38846833,53D43,6.578292111,0.152015141
Fin Whale,57.46369952,-13.26761149,43D61,91.25705737,0.010958057
Fin Whale,55.64338169,-12.84047183,40D64,16.49221615,0.181903995
Fin Whale,57.68243742,-13.24278173,44D64,77.67195965,0.025749318
Fin Whale,48.577822,-12.34644305,25D71,3.775276277,0.264881277
Fin Whale,52.93872329,-12.43901308,34D71,118.3512951,0.008449422
Fin Whale,57.81978877,-12.41850618,44D73,63.46710928,0.031512385
